level,notation,prefLabel@de,scopeNote@de
"1","TE","Übergang zum Mittelalter. Mittelalter bis  zur &apos;Entdeckung&apos; Amerikas",""
"2","TE 10","Handbücher",""
"2","TE 20","Spezielle Bibliographien",""
"2","TE 25","Forschungsdokumentationen",""
"2","TE 30","Jahrbücher, laufende Veröffentlichungen",""
"2","TE 35","Zeitschriften",""
"2","TE 40","Weltgeschichtliche Gesamtdarstellungen",""
"2","TE 50","Einführende Texte. Lehrbücher",""
"2","TE 100-","Mittelalter in Europa. Gesamtdarstellungen zur Wirtschaft und Gesellschaft im europäischen Mittelalter",""
"3","TE 100","Allgemeines",""
"3","TE 120","Übergang zum Mittelalter. Germanische Stämme. Wanderungen. Frühes Mittelalter",""
"3","TE 130","Hochmittelalter",""
"3","TE 140","Spätmittelalter",""
"3","TE 200","Feudalsystem",""
"3","TE 210","Kreuzzüge. Innere Kolonisation Europas",""
"3","TE 220","Christianisierung. Kirche. Papsttum. Religion. Ketzer. Häresie. Inquisition",""
"3","TE 230","Frauen im Mittelalter",""
"3","TE 232","Architektur",""
"3","TE 240-","Alltags- und Sozialgeschichte des/im Mittelalter",""
"4","TE 240","Allgemeines",""
"4","TE 243","Einzelaspekte",""
"3","TE 270-","Einzelne Länder und Gebiete im Mittelalter",""
"4","TE 270","Allgemeines",""
"4","TE 272","Italien",""
"4","TE 275","Frankreich",""
"4","TE 300","England",""
"4","TE 350","Irland",""
"4","TE 375","Spanien",""
"4","TE 590","Sonstiges",""
"2","TE 600","Byzantinische Geschichte",""
"2","TE 650","Islamische und arabische Geschichte",""
"2","TE 700","Gleichzeitige außereuropäische Gesellschaften",""
"1","TF","Neuzeit bis 1814 in Europa",""
"2","TF 10","Handbücher",""
"2","TF 20","Spezielle Bibliographien",""
"2","TF 25","Forschungsdokumentationen",""
"2","TF 30","Jahrbücher, laufende Veröffentlichungen",""
"2","TF 35","Zeitschriften",""
"2","TF 40","Gesamtdarstellungen",""
"2","TF 50","Einführende Texte. Lehrbücher",""
"2","TF 100-","Europa",""
"3","TF 100","Allgemeines. Gesamtdarstellungen zur Wirtschaft und Gesellschaft in der europäischen Neuzeit bis 1814",""
"3","TF 200","Reformation. Bauernkriege",""
"3","TF 210","Renaissance",""
"3","TF 220","Entstehung der bürgerlichen Gesellschaft",""
"3","TF 230","Beginn der industriellen Revolution",""
"3","TF 240","30jähriger Krieg. Westfälischer Friede",""
"3","TF 250","Der spanische Erbfolgekrieg",""
"3","TF 290","Sonstiges",""
"3","TF 300","Frauen",""
"2","TF 400-","Geschichte einzelner Länder und Regionen in Europa",""
"3","TF 400","Deutschland. Preußen",""
"3","TF 410","Allgemeines",""
"3","TF 411","Mainzer Republik. Deutschland bzw. Preußen und die französische Revolution",""
"3","TF 412","Aufklärung in Deutschland bzw. Preußen",""
"3","TF 413","Deutschland bzw. Preußen und Napoleon. Befreiungskriege",""
"3","TF 414","Einzelstaatlichkeit",""
"3","TF 415","Aufstieg Preußens",""
"3","TF 480","Wirtschaftliche Entwicklung",""
"3","TF 482","Schul- und Bildungspolitik",""
"3","TF 490","Sonstiges",""
"2","TF 500-","England. Irland. Schottland. Wales",""
"3","TF 500","Allgemeines",""
"3","TF 505-","Beziehungen Englands zu anderen Ländern",""
"4","TF 505","Allgemeines",""
"4","TF 510","England und Rom. Anglikanische Kirche",""
"4","TF 511","England und Schottland",""
"4","TF 512","England und Irland",""
"4","TF 513","England und Hannover bzw. die Welfen",""
"4","TF 514","England und das Commonwealth und Protektorate",""
"3","TF 520","Revolutionen",""
"3","TF 530-","Parlamentarismus in England",""
"4","TF 530","Allgemeines. Aufbau und Wandel der Verfassung",""
"4","TF 532","Entstehung der Parteien",""
"3","TF 534","Monarchie",""
"3","TF 540-","Empire. Kolonialpolitik",""
"4","TF 540","Allgemeines",""
"4","TF 546","Indien",""
"4","TF 548","Amerika. Der amerikanische Unabhängigkeitskrieg",""
"3","TF 550","England und die französische Revolution",""
"3","TF 555","Religion",""
"3","TF 560","Puritanismus",""
"3","TF 565","Religiöse Minderheiten",""
"3","TF 570","Reformation",""
"3","TF 580","Wirtschaftliche Entwicklung",""
"3","TF 590","Sonstiges",""
"3","TF 596","Geistesgeschichte",""
"3","TF 597","Kultur. Kunst. Musik. Architektur",""
"3","TF 598","Frauen,",""
"2","TF 600-","Frankreich",""
"3","TF 600","Allgemeines",""
"3","TF 605","Ancien Régime",""
"3","TF 610","Frankreich und Italien",""
"3","TF 612","Religionskriege. Edite de Nantes",""
"3","TF 613","Absolutismus. Höfische Gesellschaft. La Fronde",""
"3","TF 620-","Französische Revolution",""
"4","TF 620","Allgemeines",""
"4","TF 625","Krise des Absolutismus",""
"4","TF 626","Klubs und revolutionäre Fraktionen",""
"4","TF 627","Gegenrevolutionäre Strömungen. Emigranten. Eidverweigernde Priester",""
"4","TF 628","Vendée. Regionale Erhebungen. Zentralismus/Dezentralisierung",""
"4","TF 629","Revolution im Krieg. Jakobinerherrschaft. La Terreur. Direktorium",""
"4","TF 630","Revolution bis 1792. Revolution und Monarchie. Flucht nach Varennes. Beginn der Republik",""
"3","TF 631","Konstituierende und gesetzgebende Versammlung. Wahlen. Gesetze. Menschenrechtserklärungen",""
"3","TF 632","Ökonomische Maßnahmen und Entwicklungen",""
"3","TF 633","Napoleonische Epoche",""
"3","TF 634","Frauen in der französischen Revolution",""
"3","TF 640","Aktualität der französischen Revolution. Revolutionsfeiern",""
"3","TF 660","Geschichte einzelner Regionen bis 1814 (Bretagne, Okzitanien usw.)",""
"3","TF 680","Wirtschaftliche Entwicklung",""
"3","TF 682","Schul- und/oder Bildungssystem",""
"3","TF 690","Sonstiges",""
"2","TF 700","Italien",""
"2","TF 740","Spanien",""
"2","TF 750","Weitere europäische Länder und Regionen",""
"1","TG","Neuzeit bis 1814 außerhalb Europas",""
"2","TG 10","Handbücher",""
"2","TG 20","Spezielle Bibliographien",""
"2","TG 25","Forschungsdokumentationen",""
"2","TG 30","Jahrbücher, laufende Veröffentlichungen",""
"2","TG 35","Zeitschriften",""
"2","TG 40","Gesamtdarstellungen",""
"2","TG 50","Einführende Texte. Lehrbücher",""
"2","TG 100","Gesamtdarstellungen zur Wirtschaft und Gesellschaft bis 1814 außerhalb Europas",""
"2","TG 120","Britisches Empire",""
"2","TG 200-","Amerikanische Geschichte bis 1814",""
"3","TG 200","Allgemeines. Amerika insgesamt",""
"3","TG 210-","Nordamerika",""
"4","TG 210","Allgemeines. Nordamerika insgesamt",""
"4","TG 215","Kolonisierung Nordamerikas. Einwanderung",""
"3","TG 230-","USA",""
"4","TG 230","Allgemeines. Vereinigte Staaten insgesamt",""
"4","TG 235","Unabhängigkeitskrieg. Unabhängigkeitserklärung. Verfassung",""
"4","TG 240","Westbesiedelung. Territorialgewinne. Staatengründungen",""
"4","TG 248","Sklaverei",""
"4","TG 285","Sonstiges",""
"3","TG 290","Kanada",""
"3","TG 300","Mittelamerika. Mexiko",""
"3","TG 340","Karibik",""
"3","TG 350","Südamerika",""
"2","TG 400-","Afrikanische Geschichte bis 1814",""
"3","TG 400","Allgemeines. Einzelaspekte der Geschichte einzelner Länder und Regionen",""
"2","TG 700-","Asiatische und australisch-ozeanische Geschichte",""
"3","TG 700","Allgemeines",""
"3","TG 720","Australien",""
"3","TG 730","Neuseeland",""
"3","TG 800-","Asien",""
"4","TG 800","Allgemeines",""
"4","TG 850","Einzelne Länder",""
"4","TG 852","China",""
"3","TG 856","Sozialgeschichtliche Untersuchungen",""
"1","TH","Geschichte Europas vom Wiener Kongress bis zum 1. Weltkrieg",""
"2","TH 10","Handbücher",""
"2","TH 20","Spezielle Bibliographien",""
"2","TH 25","Forschungsdokumentationen",""
"2","TH 30","Jahrbücher, laufende Veröffentlichungen",""
"2","TH 35","Zeitschriften",""
"2","TH 40","Gesamtdarstellungen",""
"2","TH 50","Einführende Texte. Lehrbücher",""
"2","TH 100-","Europa insgesamt",""
"3","TH 100","Gesamtdarstellungen zu Wirtschaft und Gesellschaft in der Zeit von 1814 - 1914",""
"3","TH 200","Wiener Kongreß. Metternichs System. Heilige Allianz. Restauration",""
"3","TH 210","Bürgerliche Revolution der 30er Jahre (Frankreich. Deutschland. Niederlande/Belgien)",""
"3","TH 220","Bürgerliche Revolution der 40er Jahre (Frankreich. Deutschland. Preußen. Kaiserreich Österreich. Italien)",""
"3","TH 240","Kolonialpolitik. Imperialismus. Europäische Kriege und Interventionen,",""
"3","TH 242","Internationale revolutionäre Verbindungen, Gewerkschaften und Kongresse (Freimaurer. Junges Europa. I. und II. Internationale. Internationale Sozialistenkongresse),",""
"3","TH 245","Nationalitätenfrage. Nationale Befreiungsbewegungen als europäische Phänomene,",""
"3","TH 265","Antisemitismus. Rassismus",""
"3","TH 280","Industrialisierung. Wirtschaftliche Entwicklung",""
"3","TH 285","Demographie. Bevölkerungspolitik. Europa und einzelne Länder. Migration",""
"3","TH 290","Sonstiges",""
"3","TH 300-","Frauen bis 1914 in Europa und einzelnen Ländern",""
"4","TH 300","Allgemeines",""
"4","TH 305","Einzelaspekte",""
"4","TH 310","Frauenbewegung im 19. Jahrhundert",""
"2","TH 400-751","Geschichte einzelner Länder und Regionen",""
"2","TH 400-490","Deutschland. Preußen. Deutsches Reich",""
"3","TH 400","Allgemeines",""
"3","TH 410","Der deutsche Bund. Der Norddeutsche Bund. Preußen und Deutschland. Zollverein",""
"3","TH 411","Geschichte einzelner Fürstentümer",""
"3","TH 420","Landtage. Parlamente. Ständeversammlungen bis zur Reichsgründung",""
"3","TH 422","Der deutsch-französische Krieg. Reichsgründung",""
"3","TH 425","Wahlen. Verbände. Parteien im Deutschen Reich bis 1914.",""
"3","TH 428","Elsaß-Lothringen",""
"3","TH 440","Deutsche Kolonialpolitik",""
"3","TH 442","Sozialistengesetz. Arbeiterbewegung im Deutschen Reich bis 1914",""
"3","TH 445","Patriotische Bewegung. Burschen- und Turnerschaften. Karlsbader Beschlüsse. Verfolgung der Universitäten. Geheimbünde",""
"3","TH 470","Kulturkampf",""
"3","TH 480","Industrialisierung. Wirtschaftliche Entwicklung",""
"3","TH 481","Sozial- und Wirtschaftspolitik im Deutschen Reich. Kathedersozialismus. Versicherungswesen",""
"3","TH 482","Bildungs- und Schulwesen",""
"3","TH 483","(Auto-)biographien (zum Leben und Alltag)",""
"3","TH 490","Sonstiges",""
"2","TH 500-","England. Irland. Schottland. Wales",""
"3","TH 500","Allgemeines",""
"3","TH 510","Wahlsystem. Wahlreformen. Reformbewegung. Chartistenbewegung",""
"3","TH 520","Staat und Kirche. Anglikanische Kirche. Katholikenemanzipation. Gleichstellung der Juden",""
"3","TH 522","Irland und England",""
"3","TH 525","Wahlen. Verbände. Parteien.",""
"3","TH 540","Britische Kolonialpolitik. Imperiale Institutionen",""
"3","TH 542","Arbeitergesetzgebung. Arbeiterbewegung. Fabian Society. Trade Unions. Labour Party",""
"3","TH 580","Industrialisierung. Wirtschaftliche Entwicklung",""
"3","TH 581","Wirtschafts- und Sozialpolitik",""
"3","TH 582","Bildungs- und Schulungswesen",""
"3","TH 583","Hochschulen und Universitäten",""
"3","TH 590","Sonstiges",""
"3","TH 597","Kultur. Musik. Kunst. Architektur",""
"3","TH 598","Frauen.",""
"2","TH 600-","Frankreich",""
"3","TH 600","Allgemeines",""
"3","TH 610","Restauration",""
"3","TH 611","Juli-Monarchie (1830 - 1848)",""
"3","TH 612","Bürgerliche Republik (1848 - 51) und Second Empire",""
"3","TH 615","III. Republik bis 1914",""
"3","TH 616","Politische Krisen in der III. Republik. Boulanger-Krise. Dreyfus-Affäre",""
"3","TH 622","Deutsch-französischer Krieg. Pariser Kommune",""
"3","TH 625","Wahlen. Verbände. Parteien. Arbeiterorganisationen",""
"3","TH 630","Staat und Kirche",""
"3","TH 640","Französische Kolonialpolitik",""
"3","TH 642","Arbeiterbewegung. Allgemeines. Vorläufer. Gesetzgebung",""
"3","TH 643","Arbeiterparteien. Guesdisten. Blanquisten. SFIO",""
"3","TH 644","Gewerkschaftsbewegung. Syndikalismus. Bourses du Travail. CGT. Anarchosyndikalismus bis 1914",""
"3","TH 670","Regionalismus. Zentralismus (Bretagne, Okzitanien)",""
"3","TH 680","Industrialisierung. Wirtschaftliche Entwicklung",""
"3","TH 681","Sozial- und Wirtschaftspolitik",""
"3","TH 682","Schul- und Bildungswesen",""
"3","TH 690","Sonstiges",""
"2","TH 700","Weitere europäische Länder und Regionen",""
"3","TH 710","Belgien (Allgemeines)",""
"3","TH 750","Italien (Allgemeines)",""
"3","TH 751","Risorgimento",""
"1","TI","Geschichte außerhalb Europas von 1814 - 1914",""
"2","TI 10","Handbücher",""
"2","TI 20","Spezielle Bibliographien",""
"2","TI 25","Forschungsdokumentationen",""
"2","TI 30","Jahrbücher, laufende Veröffentlichungen",""
"2","TI 35","Zeitschriften",""
"2","TI 40","Gesamtdarstellungen",""
"2","TI 50","Einführende Texte. Lehrbücher",""
"2","TI 100","Gesamtdarstellungen zu Wirtschaft und Gesellschaft",""
"2","TI 120","Britisches Empire. Commonwealth",""
"2","TI 200-","Amerikanische Geschichte bis 1914",""
"3","TI 200","Allgemeines. Amerika insgesamt",""
"3","TI 210-","Nordamerika",""
"4","TI 210","Allgemeines. Nordamerika insgesamt",""
"3","TI 230-","USA",""
"4","TI 230","Allgemeines. Vereinigte Staaten insgesamt",""
"4","TI 235","Sklaverei. Sezession der Konföderierten Staaten. Amerikanischer Bürgerkrieg",""
"4","TI 240","Einwanderung. Westbesiedelung. Territorialgewinne. Staatengründungen. Amerikanisch-mexikanischer Krieg",""
"4","TI 245","Vertreibung und Vernichtung der Indianer. Reservate",""
"4","TI 250","Industrialisierung",""
"4","TI 255","Außenpolitik. Aufstieg zur Weltmacht. Imperialismus. Amerikanisch-spanischer Krieg",""
"4","TI 274","Frauen",""
"4","TI 285","Sonstiges",""
"3","TI 290","Kanada",""
"3","TI 300","Mittelamerika. Mexiko",""
"3","TI 350","Südamerika",""
"2","TI 400-","Afrikanische Geschichte bis 1914",""
"3","TI 400","Allgemeines. Einzelaspekte der Geschichte einzelner Länder und Regionen",""
"3","TI 690","Einzelne Biographien (alphabetisch)",""
"2","TI 700-","Asiatische und australisch-ozeanische Geschichte",""
"3","TI 700","Allgemeines",""
"3","TI 710","Asien",""
"3","TI 720","Australien",""
"3","TI 730","Neuseeland",""
"3","TI 740","China",""
"1","TK","Europäische Geschichte im 20. Jahrhundert",""
"2","TK 10","Handbücher",""
"2","TK 20","Spezielle Bibliographien",""
"2","TK 25","Forschungsdokumentationen",""
"2","TK 30","Jahrbücher, laufende Veröffentlichungen",""
"2","TK 35","Zeitschriften",""
"2","TK 40","Gesamtdarstellungen",""
"2","TK 50","Einführende Texte. Lehrbücher",""
"2","TK 100-","Europa insgesamt",""
"3","TK 100","Allgemeines. Gesamtdarstellungen zu Wirtschaft und Gesellschaft",""
"3","TK 120","Quellentexte und Dokumente",""
"2","TK 200-205","Der Erste Weltkrieg",""
"3","TK 200","Allgemeines",""
"3","TK 201","Burgfrieden. Union sacrée",""
"3","TK 203","Oktoberrevolution 1917",""
"3","TK 205","Versailler Vertrag",""
"3","TK 208","Europa bis zum 2. Weltkrieg. Völkerbund",""
"2","TK 210","Der Zweite Weltkrieg",""
"2","TK 215","Kalter Krieg. Blockbildung",""
"2","TK 220","Europaidee. Europäische Integration",""
"2","TK 225","Auflösung der Blöcke. Politik in Zentralmitteleuropa",""
"2","TK 229","Sonstiges",""
"2","TK 240","Kolonialpolitik.",""
"2","TK 242","Internationale Arbeiterkongresse. II., III. und IV. Internationale",""
"2","TK 245","Nationalitätenfrage.",""
"2","TK 247","Faschistische und nationalsozialistische Bewegungen und Parteien als europäisches Phänomen",""
"2","TK 265","Antisemitismus. Rassismus.",""
"2","TK 280","Wirtschaftliche Entwicklung. Neue Technologien",""
"2","TK 285","Demographie. Bevölkerungspolitik. Europa und einzelne Länder",""
"2","TK 290","Sonstiges",""
"2","TK 300-","Frauen im 20. Jahrhundert in einzelnen Ländern",""
"3","TK 300","Allgemeines",""
"3","TK 305","Feministische Theorie",""
"3","TK 310","Frauenbewegung im 20. Jahrhundert",""
"2","TK 390","Sonstige Einzelaspekte",""
"2","TK 400-690","Geschichte einzelner Länder und Regionen",""
"3","TK 400-","Deutsches Reich. Weimarer Republik. Nazi-Deutschland. BRD. DDR",""
"4","TK 400","Allgemeines zur deutschen Geschichte im 20. Jahrhundert",""
"4","TK 410-","1. Weltkrieg. Weimarer Republik",""
"5","TK 410","Allgemein",""
"5","TK 412","Wahlen. Parteien. Verbände (außer Arbeiterorganisationen und NSDAP)",""
"5","TK 413","Arbeiterparteien. SPD. USPD. KPD",""
"5","TK 415","Gewerkschaften in der Weimarer Republik",""
"5","TK 418","NSDAP und Umfeldorganisationen bis 1933",""
"5","TK 422","Novemberrevolution. Rätebewegungen. Politische Krisen und Aufstände",""
"5","TK 424","Jugendbewegungen",""
"5","TK 425","Alltag in der Weimarer Republik",""
"5","TK 426","Außenpolitik. Militärpolitik",""
"5","TK 429","Sonstiges",""
"4","TK 430-","Nazi-Deutschland",""
"5","TK 430","Allgemeines",""
"5","TK 431","Der NS-Staat. Aufbau. Verwaltung. Justiz. Propaganda. Wissenschaft",""
"5","TK 432","Außen- und Militärpolitik. Wehrmacht und Nazi-Deutschland",""
"5","TK 433","Wirtschaft und Nationalsozialismus.",""
"5","TK 434","NSDAP in Nazi-Deutschland. Vorfeldorganisationen und Repressionsapparate der Partei",""
"5","TK 438","Parteien und Gewerkschaften 1933 - 1945",""
"5","TK 440","Verfolgung. Vernichtung. Ermordung",""
"5","TK 441","Innerdeutscher Widerstand. Emigration. Widerstand von außen",""
"5","TK 442","Alltag in Nazi-Deutschland",""
"5","TK 443","Frauen im Nationalsozialismus",""
"4","TK 450-","Alliierte Besatzung. BRD. DDR",""
"5","TK 450","Allgemeines",""
"5","TK 451","Politik der Alliierten. Berlin-Frage. Konferenzen",""
"5","TK 452","Kriegsverbrecherprozesse. Entnazifizierung. Verdrängung und Rechtfertigung des NS-Staats",""
"5","TK 454","Vertreibung",""
"5","TK 455","Teilung Deutschlands. Gründung der BRD/DDR. Verfassungen. Mauerbau. Systemvergleiche",""
"5","TK 460","Geschichte der BRD und der DDR",""
"5","TK 461","Allgemeines",""
"5","TK 462","Quellen",""
"5","TK 463","Arbeiterparteien und Gewerkschaften in der BRD",""
"5","TK 464","Wahlen, Parteien, Verbände in der BRD",""
"5","TK 466","Der CDU-Staat. Ära Adenauer",""
"5","TK 468","Bewegungen der 50er und 60er Jahre. Aufstände",""
"5","TK 470","APO. Studentenbewegung 1967 - 69. SDS. Große Koalition. Terroristische Bewegungen",""
"5","TK 472","Neue Soziale Bewegungen. Ökologiebewegungen in der BRD",""
"5","TK 474","Kirchen in der BRD",""
"5","TK 476","Neofaschistische Tendenzen. Republikaner etc.",""
"5","TK 478","andere politische Tendenzen und Bewegungen",""
"4","TK 480","Deutsche Einigung 1989/90",""
"4","TK 485","Deutschland nach der Wende. Integration",""
"4","TK 490","Wirtschaftliche Entwicklung. Neue Technologien",""
"4","TK 492","Sozial- und Wirtschaftspolitik im 20. Jahrhundert",""
"4","TK 494","Schul- und Bildungswesen seit 1914,",""
"4","TK 496","Geschichte Niedersachsens insgesamt",""
"4","TK 497","Geschichte Hannovers insgesamt",""
"4","TK 498","Sonstiges",""
"2","TK 500-","Großbritannien im 20. Jahrhundert",""
"3","TK 500","Allgemeines",""
"3","TK 510","Großbritannien vor und während des 1. Weltkrieges",""
